1.99977,41.2505
1.86251,44.8517
2.37958,75.5102
2.19828,50.4279
3.38303,45.5316
0.441115,8.8327
3.92299,70.8767
4.19945,50.4427
1.49594,14.2213
5.05199,81.8404
3.611,33.4008
3.26797,76.1874
6.93659,134
6.88247,108.659
4.77019,102.276
